rec-id,gender,given-name,surname,postcode,city,telephone-number,credit-card-number,income-normal,age-uniform,income,age,sex,blood-pressure
rec-0530-org,female,isabella,mason,2906,sydney,04 9330 7600,8139 0015 5201 9095,37376.25,9,25650.8,94,f,75.988
rec-0531-org,male,kailey,pegum,2903,sydney,08 2462 5761,6412 3568 2067 4770,24789.58,2,76842.6,39,f,82.557
rec-0532-org,male,kaitlyn,philcox,2615,melbourne,07 3720 9288,7436 1703 7982 7828,33574.83,64,67746.0,11,na,71.950
rec-0533-org,male,meggie,blake,2905,melbourne,08 7407 9819,0038 7694 5220 1332,44582.40,61,52511.6,39,na,75.085
rec-0534-org,female,tahlia,wilkins,2612,brisbane,03 0542 9684,3520 5798 0309 7470,34706.63,45,144454.4,32,f,80.385
rec-0535-org,male,samara,clarke,2611,perth,08 1806 5083,1584 2603 0993 5993,43609.81,52,31554.9,11,na,74.403
rec-0536-org,male,melissa,robson,2902,perth,08 4978 1887,8741 2424 6609 9173,58997.13,48,52985.9,51,m,67.909
rec-0537-org,female,emiily,clarke,2602,perth,07 6602 2142,9986 2998 4879 2795,85107.93,91,57023.2,18,f,80.955
rec-0538-org,male,shanaye,heyer,2906,melbourne,07 5832 5080,8554 6691 7492 5334,59487.81,96,26661.9,34,m,72.831
rec-0539-org,female,samantha,white,2615,melbourne,07 2417 9390,9779 6357 9350 1796,62474.13,34,24522.4,24,na,71.491
rec-0540-org,male,emiily,croker,2614,sydney,08 3264 0283,9701 6194 9221 1545,23454.71,92,84898.7,87,f,73.007
rec-0541-org,female,emma,mason,2620,brisbane,08 1760 8855,2632 6672 3446 6292,49052.49,9,59008.1,53,na,71.999
rec-0542-org,male,daniella,reid,2905,sydney,04 5417 6973,3215 4422 8413 6858,47036.05,58,21542.4,98,f,70.198
rec-0543-org,male,stephanie,shepherd,2611,melbourne,04 2319 9476,3796 8195 1944 1108,69763.80,18,245795.4,13,f,75.131
rec-0544-dup-0,,hoelly,white,260h,brizbane,,8090 7054 9543 2187,41743.87,93,104989.5,14,na,85.453
rec-0544-org,female,holly,white,2607,brisbane,02 9885 6721,8090 7054 9543 2187,41743.87,93,104989.5,14,na,85.453
rec-0545-org,female,madeline,mason,2903,melbourne,03 7940 9577,4731 1964 6424 8465,20899.93,19,66653.1,109,m,78.718
rec-0546-org,female,abbey,mason,2602,perth,02 0804 1194,2472 1531 2255 2296,91260.66,42,28585.5,109,f,75.264
rec-0547-org,male,elizabeth,mcgregor,2607,melbourne,02 5715 1331,1367 0541 3547 6412,33469.59,81,42170.2,87,f,81.809
rec-0548-org,male,holly,paterson,2615,melbourne,07 9769 7561,6227 6920 8422 4538,47263.23,73,52554.5,68,f,70.026
rec-0549-org,male,sybella,matthews,2600,melbourne,02 1534 4384,9630 7082 2375 1940,46345.91,18,4743.0,25,na,73.100
rec-0550-org,female,madelyn,lowe,2602,hobart,03 7595 9250,9222 7482 3129 3494,30201.74,89,32429.2,52,m,71.606
rec-0551-org,male,taylor,howie,2602,melbourne,04 5560 2676,7991 3925 4807 2262,56803.40,27,51074.9,14,f,74.442
rec-0552-org,female,micaela,steinert,2611,canberra,04 3430 3684,8623 4383 2792 5207,61895.51,77,58612.2,71,na,75.685
rec-0553-org,male,charlotte,carosella,2913,melbourne,02 9989 8590,1314 0071 2806 5554,27867.65,64,95012.6,110,m,75.023
rec-0554-dup-0,,madison,jparlc,2600,melbouahne,,1474 3412 544 0937,64984.14,85,37117.2,106,na,75.616
rec-0554-dup-1,,matison,spaahlc,2600,melborne,,1474 3412 5442 0937,64984.14,85,37117.2,106,na,75.616
rec-0554-org,male,madison,spark,2600,melbourne,03 5866 1071,1474 3412 5442 0937,64984.14,85,37117.2,106,na,75.616
rec-0555-org,female,kayla,white,2614,melbourne,03 9483 3695,8135 4424 3243 5085,53141.02,95,111181.7,31,na,72.214
rec-0556-org,male,zali,fleck,2605,melbourne,07 0252 4076,7608 7572 1053 1216,20861.95,26,64463.1,27,m,76.206
rec-0557-org,male,emiily,webb,2903,canberra,04 4429 3039,3394 5480 0991 8168,46121.14,45,31754.2,52,f,77.714
rec-0558-org,male,elly,campbell,2906,melbourne,08 9470 9624,2509 8590 4852 9533,85258.84,47,80967.2,23,na,70.295
rec-0559-org,male,sophie,mcveigh,2602,melbourne,04 7040 4012,1803 3913 3796 6820,55695.83,3,17052.6,82,na,75.118
rec-0560-org,female,amelia,campbell,2617,sydney,03 8099 8992,5930 3575 4713 2953,65185.73,109,73517.1,14,na,86.081
rec-0561-org,female,caitlin,ryan,2905,melbourne,04 3558 6144,2031 6670 0231 4408,43339.72,47,50707.1,109,m,71.621
rec-0562-org,female,amber,bishop,2615,sydney,02 5621 8933,4334 3448 2128 6565,52923.85,20,99642.8,51,na,79.283
rec-0563-org,male,brianna,challenor,2611,canberra,03 6847 9011,2887 4426 7832 6046,46829.05,28,133337.8,48,f,68.914
rec-0564-org,male,hollie,pavin,2913,melbourne,04 4583 6379,3316 5713 9293 5373,34812.16,20,48253.7,73,f,77.592
rec-0565-org,female,emiily,etchell,2611,melbourne,03 3712 7859,2185 5733 0076 4619,39254.66,65,48953.3,69,f,80.872
rec-0566-org,male,olivia,rees,2611,melbourne,02 9882 1619,2477 8660 7265 6931,15296.91,111,73242.6,65,f,86.243
rec-0567-org,female,courtney,greg,2607,sydney,07 8166 1306,8785 9212 4831 8652,38970.29,16,143618.7,101,f,80.235
rec-0568-org,female,grace,guiler,2611,perth,08 2673 5698,7153 4495 7293 3097,12747.89,88,93143.3,46,m,73.876
rec-0569-org,male,emiily,green,2602,perth,07 0189 6325,0316 3001 2001 1843,34561.75,64,25393.7,99,f,77.246
rec-0570-dup-0,,zortyn,h'lte,2t11,sydney,,4501 0192 8566 2352,70852.88,53,133631.4,27,f,60.713
rec-0570-org,female,jordyn,white,2611,sydney,02 4519 4925,4501 0192 8566 2352,70852.88,53,133631.4,27,f,60.713
rec-0571-org,female,madeline,spargo,2617,sydney,08 7249 5192,1792 1207 4424 1230,36853.32,40,109972.8,28,f,72.517
rec-0572-org,male,lily,westbrook,2606,melbourne,03 9160 6273,3169 3728 6641 1533,18717.32,50,54186.5,56,na,70.920
rec-0573-org,male,jemima,orchard,2900,sydney,02 8112 6212,2716 9147 3111 2336,56742.52,97,129525.8,54,f,78.487
rec-0574-org,female,jessica,beattie,2614,melbourne,08 7187 1125,2162 8470 3873 4637,32488.18,88,115786.3,61,f,74.286
rec-0575-org,female,georgia,donaldson,2602,sydney,07 3705 2077,1540 4959 7171 1322,46232.13,56,76092.5,67,m,79.495
rec-0576-org,male,emiily,dainton,2615,melbourne,02 9349 8200,6655 5736 4130 4332,67576.13,5,94860.7,23,f,76.930
rec-0577-org,male,natasha,plumb,2617,sydney,07 2169 5581,0829 0509 8424 7086,34817.19,76,77370.8,60,na,75.717
rec-0578-org,male,taliah,robson,2602,melbourne,08 0209 8016,5662 1450 9152 0490,20181.23,12,9282.8,102,na,71.758
rec-0579-org,male,tiarna,wykmans,2905,perth,03 8563 0494,7967 1356 9164 0344,48414.63,12,43227.4,35,f,82.544
rec-0580-org,female,chevonne,uhr,2904,perth,07 3723 7820,5513 7192 3906 3014,53265.63,111,121391.0,20,na,75.584
rec-0581-org,male,sarah,denholm,2603,melbourne,07 4341 9838,8097 3644 6721 7784,52211.51,21,150109.7,35,f,71.484
rec-0582-org,male,sarah,toms,2914,perth,07 9813 3307,2973 4091 6425 1263,42618.79,112,28807.2,54,m,77.072
rec-0583-org,male,emiily,green,2604,sydney,07 8593 8962,5936 9127 0043 2490,46891.15,88,67057.6,27,na,81.897
rec-0584-org,female,april,whillas,2903,sydney,07 3259 1990,8371 3605 6454 9696,33333.96,31,53682.4,66,m,79.389
rec-0585-org,female,jade,irons,2605,melbourne,08 0296 4395,9950 0169 8611 7341,38253.52,60,38608.4,18,na,73.727
rec-0586-org,male,helena,white,2615,melbourne,04 5026 4181,3962 4293 4559 2155,46068.09,48,156414.0,12,f,79.467
rec-0587-org,male,haylee,white,2617,sydney,07 9168 8438,5611 6291 4043 5222,46757.70,72,69347.0,86,m,77.085
rec-0588-dup-0,,madijon,pishop,missing,sydney,02 8633 7174,0371 3402 4717 3883,12003.52,100,52938.1,800,na,75.800
rec-0588-dup-1,female,matison,bijhop,2602,sydne6,,0371 3402 417 3883,12003.52,100,52938.1,80,na,75.800
rec-0588-dup-2,,matison,bizhop,2602,sydsey,02 8633 7174,0371 3402 47417 3883,12003.52,100,52938.1,80,na,75.800
rec-0588-org,female,madison,bishop,2602,sydney,02 8633 7174,0371 3402 4717 3883,12003.52,100,52938.1,80,na,75.800
rec-0589-org,male,claire,wheatley,2617,melbourne,03 0571 2369,0750 3679 0886 1177,41237.81,15,125308.4,76,f,79.721
rec-0590-org,female,kirra,mcneill,2602,melbourne,02 0470 3958,3337 6069 1418 7783,66656.04,119,55223.2,83,m,74.665
rec-0591-org,female,ava,majchrowska,2602,sydney,02 1687 0615,6857 9700 1904 8221,58304.84,9,10401.2,47,f,71.773
rec-0592-org,female,abigail,smithson,2615,perth,07 7150 6151,7120 7725 7489 8538,40717.00,92,11452.3,83,f,75.293
rec-0593-org,female,tayah,wimmer,2905,sydney,07 4618 8895,7361 3134 5344 5141,59187.05,83,145861.1,54,f,68.847
rec-0594-org,female,isabella,bellamy,2905,sydney,04 9047 2457,0904 8440 4144 9749,36442.63,7,70697.0,87,f,69.361
rec-0595-org,male,isabella,wilde,2611,perth,03 2608 3094,9948 2375 6014 4297,64091.84,53,88529.1,20,m,82.621
rec-0596-org,male,samantha,fullerton,2903,melbourne,02 0178 6383,1115 2487 7172 1624,34078.87,87,96814.0,52,m,76.144
rec-0597-org,male,emiily,o'shannessy,2903,perth,07 2916 4964,1119 3303 8110 0594,84594.53,11,44617.4,66,f,75.516
rec-0598-org,female,lauren,belavic,2906,sydney,03 0650 9368,5165 1546 3081 5645,16004.27,55,163110.0,33,f,74.969
rec-0599-org,male,eboni,tuit,2904,melbourne,07 1100 8472,8235 6295 0445 7528,51728.08,25,27808.6,36,na,74.399
rec-0600-org,male,eloise,abushawsh,2913,sydney,04 9131 8965,5778 1449 9682 5560,77631.42,81,44960.4,18,m,80.566
rec-0601-org,male,sophie,freeborn,2904,melbourne,02 9579 7398,6517 7265 1395 4242,43098.38,32,93052.0,47,f,75.857
rec-0602-dup-0,,kyahra,epeaht,2624,sydneu,03 3963 3290,0797 3595 0247 5937,65404.02,90,20872.0,74,na,78.533
rec-0602-org,female,kirra,ebert,2614,sydney,03 3963 3290,0797 3595 0247 5937,65404.02,90,20872.0,74,na,78.533
rec-0603-org,male,bridget,record,2614,perth,07 4220 8405,6557 8796 3990 1960,61230.48,8,71126.6,17,na,82.345
rec-0604-org,male,laklynn,noble,2902,melbourne,02 0253 8298,2539 0276 6150 0891,21355.19,106,53424.8,95,m,74.852
rec-0605-org,female,emiily,fimeri,2600,melbourne,08 4153 6544,5612 4930 0169 7482,78245.15,86,43536.6,52,na,68.258
rec-0606-org,male,jacqueline,pascoe,2614,sydney,04 0268 2535,3105 2643 8305 2210,50226.25,90,24601.1,76,m,73.695
rec-0607-org,male,emiily,ang,2913,sydney,04 3909 7603,9857 5316 0824 2199,67847.47,116,51310.8,17,f,70.563
rec-0608-org,female,bianca,shove,2607,perth,08 0405 4511,5115 4199 4931 9003,23180.98,40,14751.3,53,na,73.412
rec-0609-org,female,adele,hearn,2615,sydney,07 2222 3052,5606 8958 6502 1983,64262.57,76,108891.1,93,na,80.816
rec-0610-org,male,ruby,tompsitt,2902,melbourne,02 2559 5616,8272 4987 9139 9888,66733.99,33,99348.2,75,f,70.225
rec-0611-org,male,aliza,green,2611,melbourne,04 1246 0760,8425 7423 0521 8926,38727.89,100,185510.0,94,f,73.311
rec-0612-org,female,sarah,wehr,2617,sydney,04 1747 9903,4474 1362 7739 1240,39396.05,30,104165.6,71,na,72.541
rec-0613-org,male,taylah,noble,2607,sydney,08 4125 1072,5517 8323 4690 4003,34140.21,56,44955.4,102,na,77.833
rec-0614-org,female,zara,collinson,2611,sydney,08 7993 6342,9989 7249 6184 1179,16122.92,115,21126.2,100,m,72.489
rec-0615-org,male,tiahana,garnett,2605,sydney,04 9121 5452,5609 6812 6811 1041,70646.81,57,7951.9,93,na,79.042
rec-0616-org,female,shelby,noble,2913,perth,08 1267 9695,6978 7742 0835 8011,55289.45,18,55781.1,96,na,82.039
rec-0617-org,male,sophie,galbraith,2602,melbourne,02 2165 6894,7360 3993 0712 3305,99015.12,64,61413.7,106,f,77.824
rec-0618-org,male,brooke,glass,2913,melbourne,08 6488 0900,0931 7606 1238 0327,43329.13,71,49343.8,23,m,74.787
rec-0619-org,male,annabel,seddon,2913,sydney,02 6144 2331,3612 0258 8584 1160,11148.25,72,77092.0,102,na,78.657
rec-0620-org,male,sophie,chandler,2604,sydney,08 9960 5241,1249 6289 1402 7176,51801.39,51,60319.6,14,m,79.493
rec-0621-org,male,chloe,arhipoff,2614,sydney,07 6803 5879,5445 0518 1765 4077,51353.30,29,120718.0,35,na,70.049
rec-0622-org,female,holly,doody,2614,sydney,02 0942 2617,1216 4189 6531 9771,71345.27,106,27793.0,41,f,74.391
rec-0623-org,female,phoebe,mccarthy,2602,hobart,08 2348 4110,6789 3742 7776 3581,31155.01,54,52445.6,61,f,75.495
rec-0624-org,female,alexandra,peddie,2602,perth,03 9538 7828,0771 4320 2908 1159,74646.88,24,69894.2,87,f,78.565
rec-0625-org,male,caitlin,crighton,2602,sydney,08 8836 0305,3335 8680 8825 2102,38329.77,31,119510.4,103,f,75.722
rec-0626-org,female,mikayla,stoker,2902,brisbane,07 1756 4334,8732 2862 0487 6718,36773.86,15,48626.3,65,na,74.703
rec-0627-org,male,madeleine,marchetto,2615,sydney,08 3385 8899,9445 9767 0571 8498,47382.72,83,35628.2,101,f,76.159
rec-0628-org,male,tiffany,steers,2904,sydney,02 8172 7039,0968 5527 5788 6244,87938.52,26,99518.6,67,m,72.161
rec-0629-org,male,katelin,hammer,2905,melbourne,04 3046 7898,6778 8710 0468 6964,97606.27,113,57947.5,98,m,74.771
rec-0630-org,male,charlotte,mackinlay,2617,sydney,07 2523 4647,9268 4722 5753 9202,38023.61,59,2248.2,73,na,76.999
rec-0631-org,female,fyynlay,compagne,2617,brisbane,07 3041 9859,9398 7230 6117 0198,57723.48,14,21293.9,63,m,74.557
rec-0632-org,male,tarnia,elks,2906,sydney,03 4898 5672,9840 8444 9534 6101,44067.53,40,94710.4,27,m,73.532
rec-0633-org,male,brooklyn,stephenson,2611,melbourne,07 9662 1466,7639 9023 4615 6994,31337.39,35,54714.3,38,m,72.604
rec-0634-org,male,lucy,rothe,2617,perth,08 1593 4051,3093 4553 8435 2018,67374.08,84,50532.5,65,f,75.636
rec-0635-org,male,isabella,ryan,2607,melbourne,04 2110 3555,5783 1700 5543 2968,52349.95,17,99527.8,77,m,75.244
rec-0636-org,male,sophie,waller,2615,perth,03 9646 8191,2948 3108 6892 4593,43388.68,45,170175.1,13,f,73.149
rec-0637-org,female,abbey,hanna,2615,perth,02 7826 8750,9780 3969 9042 0593,43312.20,27,91851.1,99,m,78.726
rec-0638-org,male,talia,o'flynn,2913,melbourne,04 9248 2603,9751 0055 5129 6241,39498.09,2,25640.3,56,m,75.422
rec-0639-org,male,teileah,finlay,2612,melbourne,03 6438 6929,5258 2251 2071 2183,43758.12,45,80866.8,45,f,71.120
rec-0640-org,male,ashlee,hare,2615,perth,03 5982 8076,0401 3996 3541 1459,63772.31,93,208970.9,63,f,77.156
rec-0641-org,female,indiana,matthews,2615,melbourne,03 2367 3560,9630 7299 1508 2326,62557.33,65,90823.4,96,m,67.633
rec-0642-org,female,jessica,lowe,2900,sydney,08 9187 6845,3406 6571 5716 4261,41470.77,89,144339.7,39,na,79.710
rec-0643-org,male,anneliese,green,2617,sydney,08 9776 4406,6699 2172 1478 3194,73484.62,97,71792.8,67,m,78.809
rec-0644-org,male,chloe,campbell,2611,perth,03 5500 1070,7229 2515 1207 2358,57346.36,78,38468.6,25,m,75.666
rec-0645-org,male,lily,white,2617,melbourne,02 2676 1641,6153 5501 8006 3757,63094.28,8,16805.9,81,f,79.134
rec-0646-org,male,emiily,herbert,2611,sydney,02 1205 1115,0249 9422 6133 3063,69450.18,31,179896.6,84,f,77.283
rec-0647-org,male,kelsey,paine,2617,melbourne,08 4668 0904,2092 5029 3867 3964,33650.49,50,34751.7,72,f,74.273
rec-0648-dup-0,female,aleecs:a,hatmam,2608,kanberra,,8246 0119 9380 0076,29095.58,27,17905.7,14,na,78.778
rec-0648-org,female,alexia,whatman,2607,canberra,04 4414 2555,8246 0119 9380 0076,29095.58,27,17905.7,14,na,78.778
rec-0649-org,female,zoe,watmough,2913,hobart,02 8846 2634,0724 0619 7089 8871,32649.85,29,39968.8,64,m,75.301
rec-0650-org,female,lucy,wraight,2611,brisbane,02 4776 9302,6466 3263 2188 5673,58860.40,51,117442.5,20,f,76.648
rec-0651-org,female,breana,monaco,2615,sydney,02 3049 4104,1070 6158 8915 8972,25567.66,24,48761.5,100,m,68.111
rec-0652-org,male,hayley,lombardi,2614,canberra,04 6137 3100,4080 8647 4776 9639,38734.84,8,63126.0,44,f,78.946
rec-0653-org,male,tarnee,conaghty,2906,perth,07 3275 6847,0614 9717 4188 1374,19152.54,10,37792.3,83,na,79.801
rec-0654-org,male,jade,ho,2614,perth,02 3559 9609,0606 1323 7358 5546,48260.40,93,68345.9,63,m,73.459
rec-0655-org,male,brooke,tomney,2912,sydney,04 8115 8597,7570 0230 2417 1502,734.61,92,95615.5,70,m,70.564
rec-0656-org,male,samantha,towey,2905,melbourne,02 5050 1178,5368 5214 1400 2751,24994.00,91,77353.9,12,na,73.604
rec-0657-org,male,briony,hand,2605,perth,07 3983 2612,6115 0261 2773 7789,53575.35,61,90910.5,15,na,78.378
rec-0658-org,female,holly,sennef,2615,sydney,08 1081 3595,6243 4199 3430 4581,44696.01,31,98495.4,78,na,73.899
rec-0659-org,male,kate,bottroff,2904,sydney,07 0799 9341,6365 5975 9904 7336,35364.77,36,51533.8,32,f,75.905
rec-0660-org,female,alyssa,thorpe,2605,sydney,07 3838 6674,1099 0522 9011 7549,72744.87,112,186773.2,28,f,75.230
rec-0661-org,female,bailey,white,2611,brisbane,02 7211 2932,4461 0127 4020 1982,90320.23,66,13245.3,98,f,80.941
rec-0662-dup-0,,nikita,kannell,290o,melborne,,0719 8986 1595 9158,52599.86,38,71602.3,88,m,76.123
rec-0662-dup-1,male,nikida,kannell,29o0,melborn,04 7487 2025,0719 8986 15959158,52599.86,38,71602.3,88,m,76.123
rec-0662-org,male,nikita,cannell,2900,melbourne,04 7487 2025,0719 8986 1595 9158,52599.86,38,71602.3,88,m,76.123
rec-0663-org,female,erin,pascoe,2612,sydney,02 8434 9897,6667 9274 2438 1525,70947.31,88,125084.4,40,f,75.289
rec-0664-org,male,isabella,rees,2612,sydney,08 3372 0858,3821 4753 2934 1670,53865.90,92,77543.8,91,f,75.721
rec-0665-org,male,charlie,clarke,2605,perth,08 6651 4079,4766 6970 6663 1622,45836.76,67,101617.5,46,f,71.827
rec-0666-org,male,breony,granburg,2617,sydney,02 1930 6168,7209 4346 9386 8261,60007.47,32,70577.5,82,m,70.988
rec-0667-org,male,bailey,berryman,2614,melbourne,03 0772 5866,9129 7132 8053 9287,32923.19,40,71977.8,90,f,81.953
rec-0668-org,male,nikki,longo,2602,melbourne,02 7734 7580,0265 5301 0279 7535,68901.08,91,92309.6,77,m,80.631
rec-0669-org,male,emiily,walkley,2615,sydney,07 6244 2677,9898 6858 7798 5627,41540.18,87,270990.9,89,f,84.808
rec-0670-org,female,felicity,oest,2902,perth,04 9377 7364,5277 3371 9463 4781,54568.45,6,74038.9,18,m,76.998
rec-0671-org,male,hannah,clarke,2913,melbourne,07 4525 6677,1823 9276 2853 7848,16307.34,6,70296.6,46,f,76.020
rec-0672-org,female,phoebe,reid,2913,brisbane,02 6073 2509,0315 3476 5585 2116,58764.85,59,13215.7,50,f,70.465
rec-0673-org,male,erin,hazell,2611,perth,02 5927 3654,4065 5510 0038 1263,32510.10,6,49671.6,64,m,71.550
rec-0674-org,male,lily,cutcliffe,2611,melbourne,02 8142 2628,4088 4394 1771 9693,89162.88,51,11080.7,48,f,76.861
rec-0675-org,female,cassidy,dichiera,2600,melbourne,04 6624 2200,3239 5246 6634 8274,54229.31,69,27505.5,55,m,69.719
rec-0676-org,male,natalie,speight,2615,melbourne,03 6995 1409,3012 7481 2206 2561,97591.04,27,73252.1,104,m,77.323
rec-0677-org,male,sophie,vanhaasteren,2904,melbourne,04 7100 4277,3498 3401 4745 6326,39421.71,26,154176.7,52,f,74.024
rec-0678-org,female,kayla,dixon,2615,perth,07 0387 1133,2205 8634 6618 4943,46508.16,83,17965.8,27,na,76.648
rec-0679-org,male,shai,beattie,2904,sydney,03 1754 1965,0527 2872 2021 5265,43594.59,116,61532.2,72,f,73.265
rec-0680-org,male,emiily,berry,2615,melbourne,04 5010 5768,4277 4950 1337 1212,27707.12,55,49617.7,66,f,70.321
rec-0681-org,male,tyler,benjafield,2615,perth,08 6501 1546,0407 1049 5925 9810,39524.27,38,59052.5,11,m,69.546
rec-0682-org,male,emiily,berry,2614,sydney,07 9951 1181,7439 3933 0115 7570,41241.46,24,185059.6,99,f,78.525
rec-0683-org,male,tia,dunstone,2615,melbourne,08 1972 7064,6049 5480 1007 3411,75265.16,37,67835.8,81,m,74.631
rec-0684-org,male,erin,clarke,2611,melbourne,08 9806 6174,3470 2938 9309 6399,66316.23,98,77128.4,101,m,75.315
rec-0685-org,male,madeleine,crook,2605,melbourne,07 0307 1836,7720 9146 9722 9184,46962.35,84,52187.3,50,na,76.541
rec-0686-org,female,chelsea,sherriff,2615,perth,02 4551 0869,1908 0956 7397 2753,17882.64,78,51611.2,74,m,71.695
rec-0687-org,male,katelyn,sukjit,2904,sydney,04 9682 0912,3379 2511 6290 3538,41406.38,63,85046.3,72,m,76.173
rec-0688-org,male,darcy,kang,2605,sydney,07 7068 7379,5634 3984 4988 6152,32366.37,67,37030.5,48,m,78.509
rec-0689-org,female,anika,jennion,2602,hobart,08 3256 2027,1523 8749 2764 8411,59931.50,53,54172.1,60,na,75.392
rec-0690-org,male,madison,son,2904,sydney,04 2675 6673,1008 3398 0704 2263,42499.88,92,126421.9,58,f,72.435
rec-0691-org,male,georgia,lonie,2906,perth,03 4971 9828,7597 7231 4374 2053,22230.82,60,65680.8,35,f,79.392
rec-0692-org,male,lucy,stanley,2615,melbourne,02 8026 7921,8495 8769 4395 8542,80371.74,76,52267.3,107,na,82.192
rec-0693-dup-0,,cvitlin,jubramaniam,2611,syeney,,3492 2087 5579 7821,49294.40,14,102591.9,38,na,73.623
rec-0693-dup-1,,csidlin,zubramanyam,missung,sydney,07 1654 4109,3492 20875579 7821,49294.40,14,102591.9,38,na,73.623
rec-0693-org,female,caitlin,subramaniam,2611,sydney,07 1654 4109,3492 2087 5579 7821,49294.40,14,102591.9,38,na,73.623
rec-0694-dup-0,female,raahel,hamjer,missing,p4rth,07 4120 6977,5671 5774 6743 7904,40853.22,32,88326.7,2,f,70.846
rec-0694-org,female,rachel,hammer,2602,perth,07 4120 6977,5671 5774 6743 7904,40853.22,32,88326.7,22,f,70.846
rec-0695-org,male,riley,reid,2614,perth,08 3488 7283,4351 3196 1905 0821,40972.45,9,73604.3,102,m,75.295
rec-0696-org,male,kirrah,switalski,2602,melbourne,04 3019 3308,8700 9347 0700 4835,45426.24,93,76269.9,49,m,79.818
rec-0697-org,male,alicia,lowe,2612,sydney,07 2833 3621,9769 6685 7577 3905,49402.46,77,38389.0,97,m,75.062
rec-0698-org,male,chloe,quoc,2602,melbourne,08 5255 2304,5637 3895 4630 6123,39680.17,2,61986.8,26,m,76.773
rec-0699-org,male,amelia,mason,2611,melbourne,07 2129 3972,3788 3180 7328 8392,60285.00,114,27746.9,58,f,81.863
rec-0700-org,male,rachel,dixon,2905,sydney,03 1112 6978,7629 5875 5746 1487,64608.58,119,173566.6,60,f,75.929
rec-0701-org,male,caresse,pajer,2612,sydney,07 9573 0806,7022 2533 0861 3147,41520.59,96,63006.4,95,m,78.766
rec-0702-org,female,samantha,willes,2602,melbourne,07 3750 0167,1563 7797 4518 5416,44494.89,74,92974.8,23,m,70.317
rec-0703-org,female,hannah,beams,2614,brisbane,08 0440 4286,8732 4150 5779 9118,35967.26,86,172247.3,34,f,75.277
rec-0704-org,male,sophie,humphreys,2607,canberra,02 3748 7432,0522 4829 2542 0630,73194.02,115,178544.9,47,f,73.312
rec-0705-org,female,cassandra,duchatenier,2611,brisbane,08 5423 9716,3155 4201 5656 2515,37616.69,61,35453.2,41,na,74.277
rec-0706-org,female,brianna,lodge,2905,brisbane,02 2680 8332,4691 4994 8450 9405,52772.81,103,29479.0,51,na,71.688
rec-0707-org,male,charlotte,salt,2902,melbourne,08 9621 7320,8764 1782 3554 7781,34709.08,34,34945.4,107,na,72.417
rec-0708-dup-0,male,sade,whitr,missing,melbourje,03 3261 0198,4053 7000 7497 584,49675.38,8,71516.2,28,na,75.464
rec-0708-org,male,jade,white,2618,melbourne,03 3261 0198,4053 7000 7497 5840,49675.38,8,71516.2,28,na,75.464
rec-0709-org,male,sara,stephenson,2612,melbourne,07 9996 9870,6981 1650 9433 2441,61767.00,98,153398.4,64,f,84.761
rec-0710-org,male,madeline,tremellen,2615,sydney,04 6438 4456,3012 8184 4554 6231,38262.06,82,29315.4,50,m,77.836
rec-0711-org,male,jade,noble,2905,perth,03 5323 4471,0338 3282 4077 6228,75005.92,73,83009.8,55,na,77.303
rec-0712-org,female,kira,leslie,2618,melbourne,03 9368 2443,5567 7444 7377 7422,65872.76,113,12228.1,17,f,77.773
rec-0713-org,male,emiily,pascoe,2611,melbourne,07 0932 4196,6964 0164 4796 4374,58582.51,119,108298.2,41,na,67.136
rec-0714-org,male,jessica,rees,2605,melbourne,03 5740 2336,4162 2574 8401 1565,80739.58,69,62669.4,53,m,83.601
rec-0715-dup-0,male,analise,colman,290e,stydney,03 6546 9720,8013 794 8 6210 3011,47962.17,53,25160.5,97,m,77.037
rec-0715-org,male,annalise,coleman,2904,sydney,03 6546 9720,8013 7948 6210 3011,47962.17,53,25160.5,97,m,77.037
rec-0716-org,male,alison,shepherd,2611,melbourne,04 3704 5812,1296 6565 8081 5019,75202.41,105,94518.1,27,m,70.643
rec-0717-org,male,ashleigh,blurton,2611,melbourne,07 2332 8488,3648 7968 2944 8636,53028.81,53,38371.3,49,f,83.006
rec-0718-org,male,isabella,clarke,2611,perth,04 9336 6816,0181 1897 1529 7102,86001.73,19,112367.7,109,f,72.558
rec-0719-org,female,tenille,browne,2606,melbourne,08 7373 3619,0194 9808 4862 1058,67893.71,39,145306.2,27,f,76.052
rec-0720-org,female,ebony,webb,2615,brisbane,08 3269 7868,4848 2381 6004 2258,79401.50,38,120115.0,49,na,78.048
rec-0721-org,female,angelica,george,2615,perth,03 5861 1774,5013 3567 0052 5990,44585.99,32,36080.2,98,f,74.071
rec-0722-org,male,jade,studer,2602,melbourne,03 7102 6823,9982 2768 4821 2589,68628.18,99,65839.1,84,f,76.064
rec-0723-org,male,kate,schillier,2604,sydney,03 0419 7928,8121 1254 0068 1501,61791.19,106,82590.0,90,f,74.668
rec-0724-org,female,ellie,honeychurch,2905,brisbane,02 4177 0371,9439 3178 0878 5824,72599.01,75,136657.2,106,f,75.681
rec-0725-org,male,maya,gliessert,2604,melbourne,07 3987 8817,8089 0159 5345 1751,51019.14,22,100184.6,46,na,73.204
rec-0726-org,male,catherine,jermolajew,2611,melbourne,07 7586 7627,2014 9527 3667 0724,31721.25,15,55416.2,17,na,77.577
